30.00,0.00
29.76,3.76
29.06,7.46
27.89,11.04
26.29,14.45
24.27,17.63
21.87,20.54
19.12,23.12
16.07,25.33
12.77,27.14
9.27,28.53
5.62,29.47
1.88,29.94
-1.88,29.94
-5.62,29.47
-9.27,28.53
-12.77,27.14
-16.07,25.33
-19.12,23.12
-21.87,20.54
-24.27,17.63
-26.29,14.45
-27.89,11.04
-29.06,7.46
-29.76,3.76
-30.00,0.00
-29.76,-3.76
-29.06,-7.46
-27.89,-11.04
-26.29,-14.45
-24.27,-17.63
-21.87,-20.54
-19.12,-23.12
-16.07,-25.33
-12.77,-27.14
-9.27,-28.53
-5.62,-29.47
-1.88,-29.94
1.88,-29.94
5.62,-29.47
9.27,-28.53
12.77,-27.14
16.07,-25.33
19.12,-23.12
21.87,-20.54
24.27,-17.63
26.29,-14.45
27.89,-11.04
29.06,-7.46
29.76,-3.76
30.00,0.00
